Absolute,absolute,"Independent of arbitrary units of measurement, standards, or properties; not comparative or relative",,,https://en.wiktionary.org/wiki/absolute,,,,,,,,,,,,,,,,,,,
Absorptance,absorptance,Ratio of absorbed to incident radiant flux,,0.14 ?,https://www.wikidata.org/wiki/Q16635541,"Solar, Typical",,,,,,,,,,,,,,,,,,
Accelerometer,accelerometer,Device that measures proper acceleration,"G-Sensor, Gravity Sensor, Acceleration Sensor",,https://www.wikidata.org/wiki/Q192940,,,,,,,,,,,,,,,,,,,
Accelerometer Sensitivity,accelerometerSensitivity,Sensitivity of an accelerometer defines at what rate the sensor converts mechanical energy into an electric signal (the output); and this will define the acceleration measurement range of the accelerometer,,200 mV/g,https://blog.endaq.com/accelerometer-specifications-decoding-a-datasheet,,,,,,,,,,,,,,,,,,,
Accuracy,accuracy,Closeness of the mean of a large set of measurement to the accepted reference value,"Measurement Accuracy, Measurement Trueness, Sensing Accuracy",10 arcsec,https://www.wikidata.org/wiki/Q1298969,"Pitch, Yaw, Roll, Boresight (Pointing), Position, Velocity, Timing, Temperature, Frequency (Timing)",,,,,,,,,,,,,,,,,,
Maximum Power Point,maximumPowerPoint,The operating point on I-V curve where the product of current and voltage is at maximum power,Pmp,280 W,https://www.sciencedirect.com/topics/engineering/maximum-power-point,,,,,,,,,,,,,,,,,,,
Maximum Power Point Current,maximumPowerPointCurrent,Current (amps) when the power output is the greatest,"Imp, Impp",502.9 mA,https://www.altestore.com/blog/2016/04/how-do-i-read-specifications-of-my-solar-panel/,,,,,,,,,,,,,,,,,,,
Maximum Power Point Voltage,maximumPowerPointVoltage,Voltage when the power output is the greatest,"Vmp, Vmpp",31.2 V,https://www.altestore.com/blog/2016/04/how-do-i-read-specifications-of-my-solar-panel/,,,,,,,,,,,,,,,,,,,
Maximum Pulse Discharge Current,maximumPulseDischargeCurrent,The maximum current at which the battery can be discharged for pulses of up to a given number of time,,48A,http://web.mit.edu/evt/summary_battery_specifications.pdf,,,,,,,,,,,,,,,,,,,
Measuring Instrument,measuringInstrument,Device for measuring a physical quantity,"Electronic Instrumentation, Measurement Device",Thermometer,https://www.wikidata.org/wiki/Q2041172,,,,,,,,,,,,,,,,,,,
Melting Point,meltingPoint,Temperature at which a solid turns liquid,,660 °C,https://www.wikidata.org/wiki/Q15318,,,,,,,,,,,,,,,,,,,
MEMS Accelerometer,memsAccelerometer,Accelerometer based on a microelectromechanical system,Microelectromechanical System Accelerometer,,https://www.wikidata.org/wiki/Q87407548,,,,,,,,,,,,,,,,,,,
Middle-of-Life,middleOfLife,"In the context of manufacturing and product lifecycles, is the segment of a product's existence in which it is established in the marketplace",MOL,,https://whatis.techtarget.com/definition/middle-of-life-MOL,,,,,,,,,,,,,,,,,,,
Minimum,minimum,Lowest or smallest value or item in a partially ordered set,,,https://www.wikidata.org/wiki/Q10585806,,,,,,,,,,,,,,,,,,,
Minimum Impulse Bit,minimumImpulseBit,The impulse imparted to a spacecraft by a single firing of a thruster; the minimum impulse bit reflects the level of precision associated with the propulsion system.,MIB,1 mNs,https://doi.org/10.1007/978-0-387-48998-8_687,Minimum,,,,,,,,,,,,,,,,,,
Mirrors,mirror,"Surface, typically glass coated with a metal amalgam, which reflects a clear image",,SSM,https://www.wikidata.org/wiki/Q35197,Type,,,,,,,,,,,,,,,,,,
Mission,mission,"A specific task with which a person or a group is charged, i.e. military mission, rescue mission, diplomatic mission, moon landing mission",,SEEJ,https://www.wikidata.org/wiki/Q13425175,,,,,,,,,,,,,,,,,,,
Mission Control Center,missionControlCenter,Facility that manages aerospace vehicle flights,"MCC, Missions Operations Center, Flight Control Center, Flight Operations Center, Satellite Control Center, Satellite Operations Center, Spacecraft Control Center, Spacecraft Operations Center",JSC,https://www.wikidata.org/wiki/Q1757070,,,,,,,,,,,,,,,,,,,
Modulation,modulation,Process of varying one or more properties of a periodic waveform,"Modulation Technique, Modulation Scheme, Modulation Method",FSK,https://www.wikidata.org/wiki/Q170474,Downlink,,,,,,,,,,,,,,,,,,
Moment of Inertia,momentOfInertia,scalar measure of the rotational inertia with respect to a fixed axis of rotation,Mass Moment of Inertia,9.41 × 10?5 Kg m2,https://www.wikidata.org/wiki/Q165618,"Axial, Transverse",,,,,,,,,,,,,,,,,,
Momentum Wheel Assembly,momentumWheelAssembly,Momentum Wheel assemblies are used for passive stabilization purpose along the two axes perpendicular to the spin axis and for active pointing about the spin axis by providing reaction torques,MWA,,https://www.iai.co.il/p/reaction-wheel,,,,,,,,,,,,,,,,,,,
Multilayer Insulation,multilayerInsulation,Thermal insulation composed of multiple layers of thin sheets and is often used on spacecraft,MLI,Space Blanket,https://en.wikipedia.org/wiki/Multi-layer_insulation,Type,"Make sure to include Weight (eg, 8.3 g/m2)",,,,,,,,,,,,,,,,,
Multiplexer,multiplexer,Electronic circuit that selects one of its several input signals and forwards it into a single output line,"Mux, Data Selector",,https://www.wikidata.org/wiki/Q189434,,,,,,,,,,,,,,,,,,,
Name,name,The name of the item,,Wolbach Library,https://schema.org/name,,,,,,,,,,,,,,,,,,,
Nameplate,nameplate,Intended full-load sustained output of a facility,"Nameplate Capacity, Installed Capacity, Maximum Effect",,https://www.wikidata.org/wiki/Q200974,,,,,,,,,,,,,,,,,,,
Natural Frequency,naturalFrequency,The eigenfrequency at which systems tend to oscillate without driving or damping forces,Eigenfrequency,1000 Hz,https://www.wikidata.org/wiki/Q946764,,,,,,,,,,,,,,,,,,,
Navigation System,navigationSystem,System that aids in navigation,,,https://www.wikidata.org/wiki/Q3475123,,,,,,,,,,,,,,,,,,,
Noise Density,noiseDensity,"The power spectral density of noise or the noise power per unit of bandwidth. It has dimension of power over frequency, whose SI unit is watts per hertz (equivalent to watt-seconds)","Noise Spectral Density, Noise Power Density, Noise Power Spectral Density",< 500pT RMS/Hz @1Hz,https://en.wikipedia.org/wiki/Noise_spectral_density,,,,,,,,,,,,,,,,,,,
Nominal,nominal,According to plan or design; normal,Normal,,https://en.wiktionary.org/wiki/nominal,,,,,,,,,,,,,,,,,,,
NORAD ID,noradID,Sequential five-digit number assigned by USSTRATCOM (United States Strategic Command) in order of discovery to all man-made objects in Earth orbit (including rocket bodies and debris) and space probes launched from Earth,"Satellite Catalog Number, NORAD Catalog Number, NASA Catalog Number, USSPACECOM Object Number",ID40014,https://en.wikipedia.org/wiki/Satellite_Catalog_Number,,,,,,,,,,,,,,,,,,,
Nozzle,nozzle,Device to control fluid flow,Spout,Hollow Cone,https://www.wikidata.org/wiki/Q250840,Type,,,,,,,,,,,,,,,,,,
Space-Based Nuclear Power,nuclearPower,Power generated from sustained nuclear fission,"Nuclear Energy, Atomic Energy",,https://www.wikidata.org/wiki/Q12739,,,,,,,,,,,,,,,,,,,
Nuclear Reactor,nuclearReactor,Device to initiate and control a sustained nuclear chain reaction,,RTG,https://www.wikidata.org/wiki/Q80877,Type,,,,,,,,,,,,,,,,,,
Numerical Aperture,numericalAperture,Dimensionless number that characterizes the range of angles over which the system can accept or emit light,NA,±64º,https://www.wikidata.org/wiki/Q898896,,,,,,,,,,,,,,,,,,,
Observation,observation,Active acquisition of information from a primary source,,,https://www.wikidata.org/wiki/Q193181,,,,,,,,,,,,,,,,,,,
Observatory,observatory,Location used for observing terrestrial or celestial events,,,https://www.wikidata.org/wiki/Q62832,,,,,,,,,,,,,,,,,,,
Observer,observer,Object who engages in observation,,,https://www.wikidata.org/wiki/Q28973077,,,,,,,,,,,,,,,,,,,
Offset Drift,offsetDrift,A measure of how VOS changes with temperature and time,VOS TC,2.5 uV/C,https://www.sciencedirect.com/topics/engineering/offset-voltage,,,,,,,,,,,,,,,,,,,
Open-Circuit Voltage,openCircuitVoltage,The difference of electrical potential between two terminals of a device when disconnected from any circuit,Voc,2.73 V,https://en.wikipedia.org/wiki/Open-circuit_voltage,,,,,,,,,,,,,,,,,,,
Operating Temperature,operatingTemperature,Temperature at which an electrical or mechanical device can operate,,-25 - 85°C,https://www.wikidata.org/wiki/Q656685,,,,,,,,,,,,,,,,,,,
Operational Amplifier Integrator,operationalAmplifierIntegrator,Circuit component performing mathematical integration,Op Amp Integrator,,https://www.wikidata.org/wiki/Q3799294,,,,,,,,,,,,,,,,,,,
Optical Instrument,opticalInstrument,Scientific instrument using light waves for image viewing,,,https://www.wikidata.org/wiki/Q1751850,,,,,,,,,,,,,,,,,,,
Optical Solar Reflectors,opticalSolarReflector,"Consists of a top layer made out of quartz, over a reflecting layer made of metal",OSR,,https://en.wikipedia.org/wiki/Optical_solar_reflector,,,,,,,,,,,,,,,,,,,
Optical Telescope,opticalTelescope,Telescope which is used to focus light from the visible part of the electromagnetic spectrum,,,https://www.wikidata.org/wiki/Q35273,,,,,,,,,,,,,,,,,,,
Orbit,orbit,Gravitationally curved path of an object around a point in outer space; circular or elliptical path of one object around another object,,,https://www.wikidata.org/wiki/Q4130,,,,,,,,,,,,,,,,,,,
Orbital Decay,orbitalDecay,A process that leads to gradual decrease of the distance between two orbiting bodies,,,https://www.wikidata.org/wiki/Q2918240,,,,,,,,,,,,,,,,,,,
Orbital Maneuver,orbitalManeuver,The use of propulsion systems to change the orbit of a spacecraft,Burn,,https://en.wikipedia.org/wiki/Orbital_maneuver,,,,,,,,,,,,,,,,,,,
Orbital Station-Keeping,orbitalStationKeeping,Maneuvers made to maintain a particular orbit,,,https://www.wikidata.org/wiki/Q7100095,,,,,,,,,,,,,,,,,,,
Orbit Determination,orbitDetermination,"Estimation of orbits of objects such as moons, planets, and spacecraft",,,https://en.wikipedia.org/wiki/Orbit_determination,,,,,,,,,,,,,,,,,,,
Orientation,orientation,Description of the angle at which an item is placed relative to defined coordinate axes of the space it occupies,"Attitude, Angular Position",,https://www.wikidata.org/wiki/Q2235286,,,,,,,,,,,,,,,,,,,
Orthogonality,orthogonality,Other name of perpendicularity and its generalizations,Orthogonal,±1º,https://www.wikidata.org/wiki/Q215067,,,,,,,,,,,,,,,,,,,
Output,output,"Quantity produced, created, or completed",,50 V,https://en.wiktionary.org/wiki/output,,,,,,,,,,,,,,,,,,,
Overall Heat Transfer Coefficient,overallHeatTransferCoefficient,Measure of the overall ability of a series of conductive and convective barriers to transfer heat,OHTC,2.2 W/Km,https://en.wikipedia.org/wiki/Heat_transfer_coefficient,,,,,,,,,,,,,,,,,,,
Owner,owner,One who owns something,"Proprietor, Possessor",,https://www.wikidata.org/wiki/Q16869121,,,,,,,,,,,,,,,,,,,
Parallel,parallel,Relation used in geometry,Parallelism,,https://www.wikidata.org/wiki/Q53875,,,,,,,,,,,,,,,,,,,
Particle Size,particleSize,"A notion introduced for comparing dimensions of solid particles (flecks), liquid particles (droplets), or gaseous particles (bubbles)",,<0.49 micron,https://en.wikipedia.org/wiki/Particle_size,Average,,,,,,,,,,,,,,,,,,
Part Number,partNumber,Identifier of a particular part design used in a particular industry,"P/N, PN, Part No., Part #",1a2b3c,https://www.wikidata.org/wiki/Q3879409,,,,,,,,,,,,,,,,,,,
Pass,pass,Event in spaceflight during which a spacecraft can be viewed from a specified ground location,"Satellite Pass, Satellite Coverage",,https://www.wikidata.org/wiki/Q21501397,,,,,,,,,,,,,,,,,,,
Passive Thermal Control System,passiveThermalControlSystem,Means of controlling spacecraft and its component temperatures without using equipment such as fluid loops or other active components,PTCS,,https://tfaws.nasa.gov/TFAWS12/Passive%20Thermal%20Control%20And%20Protection.pdf,,,,,,,,,,,,,,,,,,,
Payload,payload,Carrying capacity of a vehicle,,,https://www.wikidata.org/wiki/Q7641034,,,,,,,,,,,,,,,,,,,
Payload Mass,payloadMass,Amount of mass that can be transported by the vehicle,Deadweight,,https://www.wikidata.org/wiki/Property:P4519,,,,,,,,,,,,,,,,,,,
Phase-Change Material,phaseChangeMaterial,Substance with high latent heat of melting or solidifying,PCM,,https://www.wikidata.org/wiki/Q1806889,,,,,,,,,,,,,,,,,,,
Photographic Magnitude,photographicMagnitude,Astronomical magnitude measured with photographic plate,Limiting Magnitude,6,https://www.wikidata.org/wiki/Q1322559,,,,,,,,,,,,,,,,,,,
PID Controller,pidController,"Nominal, Rated, Range, Maximum (Ampacity), Minimum, Carry, Switch, Operating, Input, Output, Collector Current (Continuous), Constant","Proportional–Integral–Derivative Controller, Three-Term Controller",,https://en.wikipedia.org/wiki/PID_controller,,,,,,,,,,,,,,,,,,,
Pitch,pitch,Rotation of a vehicle about the left-right axis,Pitch Rotation,90°,https://www.wikidata.org/wiki/Q55899579,,,,,,,,,,,,,,,,,,,
Pointing Stability,pointingStability,The angle variation of the actual pointing direction of an on-board body vector over a time duration named exposure time (or dwell time or frame time),,0.5 arcseconds,https://doi.org/10.2514/1.41675,,,,,,,,,,,,,,,,,,,
Poisson's Ratio,poissonsRatio,Parameter that characterizes the elastic properties of a material: the ratio of transverse strain to axial strain,"Poisson Number, Poisson Ratio",0.21,https://www.wikidata.org/wiki/Q190453,,,,,,,,,,,,,,,,,,,
Polarization Curve,polarizationCurve,A measure of cell performance that indicates the relationship between current density and voltage across a fuel cell,Polarisation Curve,500mV,http://www.fuelcelltoday.com/about-fuel-cells/glossary,,,,,,,,,,,,,,,,,,,
Position,position,Location of physical or non-physical object in space,Location,,https://www.wikidata.org/wiki/Q17334923,,,,,,,,,,,,,,,,,,,
Potential,potential,"In physics, field defined in space, from which many important physical properties may be derived",,,https://www.wikidata.org/wiki/Q67540341,,,,,,,,,,,,,,,,,,,
Power,power,Rate at which electric energy is transferred by an electric circuit,Electric Power,218 kW,https://www.wikidata.org/wiki/Q27137,"Output, Input, Rated, Maximum, Range",,,,,,,,,,,,,,,,,,
Power Amplifier Classes,powerAmplifierClass,Letter symbols applied to different power amplifier types,,A,https://en.wikipedia.org/wiki/Power_amplifier_classes,,,,,,,,,,,,,,,,,,,
Power Conditioner,powerConditioner,Device intended to improve the quality of the power that is delivered to electrical load equipment,"Line Conditioner, Power Line Conditioner",,https://en.wikipedia.org/wiki/Power_conditioner,,,,,,,,,,,,,,,,,,,
Power Conditioning and Distribution Unit,powerConditioningDistributionUnit,The PCDU is in charge of providing all the electric power needed for satellite operation,PCDU,,https://tree.taiga.io/project/librecube-librecube/wiki/pcdu,,,,,,,,,,,,,,,,,,,
Power Density,powerDensity,Amount of power per unit volume,,12 W/cm²,https://www.wikidata.org/wiki/Q3503313,,,,,,,,,,,,,,,,,,,
Power Dissipation,powerDissipation,The process in which an electric or electronic device produces heat (or other waste energy) as an unwanted byproduct of its primary action,,1 mW/°C,https://en.wiktionary.org/wiki/power_dissipation,Maximum,,,,,,,,,,,,,,,,,,
Power Distribution,powerDistribution,The final stage in the delivery of electric power,Power Management and Distribution (PMAD),,https://en.wikipedia.org/wiki/Electric_power_distribution,,,,,,,,,,,,,,,,,,,
Power Inverters,powerInverter,Electronic device or circuitry that changes direct current (DC) to alternating current (AC),"Inverter, Stand-Alone Inverter",,https://www.wikidata.org/wiki/Q324963,,,,,,,,,,,,,,,,,,,
Power Regulation,powerRegulation,Power Regulation and Control EPS Subunit,"Power Regulation and Control, Power Source Control",,,,,,,,,,,,,,,,,,,,,
Power Source,powerSource,Equipment or engine used to power an object,Power Generation,Battery,https://www.wikidata.org/wiki/Q1753139,Type,,,,,,,,,,,,,,,,,,
Power Supply Rejection Ratio,powerSupplyRejectionRatio,The capability of an electronic circuit to suppress any power supply variations to its output signal,"PSRR, Ripple Rejection Ratio, Supply-Voltage Rejection Ratio, kSVR; SVR",55 dB,https://en.wikipedia.org/wiki/Power_supply_rejection_ratio,,,,,,,,,,,,,,,,,,,
Precision,precision,Measure of random errors in a system: the variation among measurements of the same value,"Arithmetic Precision, Significance",0.005°,https://www.wikidata.org/wiki/Q962365,,,,,,,,,,,,,,,,,,,
Pressure,pressure,Ratio of force applied over an area,Stress,8 bar,https://www.wikidata.org/wiki/Q39552,Operating,,,,,,,,,,,,,,,,,,
Pressure Drop,pressureDrop,The difference in total pressure between two points of a fluid carrying network,,0.35 psid,https://en.wikipedia.org/wiki/Pressure_drop,,,,,,,,,,,,,,,,,,,
Pressure Regulator,pressureRegulator,A valve that controls the pressure of a fluid or gas to a desired value,Pressure Reducing Valve,,https://en.wikipedia.org/wiki/Pressure_regulator,,,,,,,,,,,,,,,,,,,
Pressure-Volume Work,pressureVolumeWork,Work done by a gas,PV Work,279 J,https://www.khanacademy.org/science/chemistry/thermodynamics-chemistry/internal-energy-sal/a/pressure-volume-work,,,,,,,,,,,,,,,,,,,
Proof Pressure,proofPressure,The maximum pressure that may be applied to a device without changing its performance within the specifications,"Overpressure, Over-Range Capacity",650 psig,https://www.setra.com/blog/what-is-the-difference-between-proof-and-burst-pressure,,,,,,,,,,,,,,,,,,,
Propagation Delay,propagationDelay,The length of time taken for something to reach its destination,Time Delay,1.27 ns/ft,https://www.wikidata.org/wiki/Q1144416,,,,,,,,,,,,,,,,,,,
Propagation Velocity,propagationVelocity,"The ratio of the speed at which a wavefront passes through the medium, to the speed of light in a vacuum","Velocity Factor (VF), Wave Propagation Speed",0.910c,https://www.wikidata.org/wiki/Q1318445,,,,,,,,,,,,,,,,,,,
Propellant,propellant,Chemical substance used for propulsion or pressurization,,R134a,https://www.wikidata.org/wiki/Q1364934,Type,,,,,,,,,,,,,,,,,,
Propellant Tank,propellantTank,"Container which is part of a vehicle, where propellant is stored prior to use",,,https://en.wikipedia.org/wiki/Propellant_tank,,,,,,,,,,,,,,,,,,,
Propulsion System,propulsionSystem,System with a source of mechanical power and a propulsor,,,https://www.wikidata.org/wiki/Q29380218,,,,,,,,,,,,,,,,,,,
Propulsive Efficiency,propulsiveEfficiency,"The efficiency with which the energy contained in a vehicle's propellant is converted into kinetic energy of the vehicle, to accelerate it, or to replace losses due to aerodynamic drag or gravity",,80%,https://en.wikipedia.org/wiki/Propulsive_efficiency,,,,,,,,,,,,,,,,,,,
Pseudorange,pseudorange,Pseudo distance between a satellite and a navigation satellite receiver,Pseudodistance,0.9 m,https://www.wikidata.org/wiki/Q1187347,,,,,,,,,,,,,,,,,,,
Pumps,pump,Device that moves fluids (liquids or gases) by mechanical action,,,https://www.wikidata.org/wiki/Q134574,,,,,,,,,,,,,,,,,,,
Purpose,purpose,Use of a resource to perform a task,"Use, Utility, Function, Usage",Crewed lunar landing,https://www.wikidata.org/wiki/Q1724915,,,,,,,,,,,,,,,,,,,
Quantity,quantity,Property that exists in a range of magnitudes or multitudes; property that can exist as a magnitude or multitude,,14,https://www.wikidata.org/wiki/Q309314,,,,,,,,,,,,,,,,,,,
Quiescent Current,quiescentCurrent,The DC current at a specified terminal of an active device (a transistor or vacuum tube) with no input signal applied,IQ,10.5 mA,https://en.wikipedia.org/wiki/Quiescent_current,,,,,,,,,,,,,,,,,,,
Radiance,radiance,"The radiant flux emitted, reflected, transmitted or received by a given surface, per unit solid angle per unit projected area",,2.00 X 107 W?sr?1?m?2,https://en.wikipedia.org/wiki/Radiance,,,,,,,,,,,,,,,,,,,
Radiant Energy,radiantEnergy,Energy carried by electromagnetic radiation or gravitational radiation,,100 J,https://www.wikidata.org/wiki/Q1259526,,,,,,,,,,,,,,,,,,,
Radiant Energy Density,radiantEnergyDensity,The radiant energy per unit volume,,1.5 x 10-6 J/m3,https://en.wikipedia.org/wiki/Radiant_energy_density,,,,,,,,,,,,,,,,,,,
Radiant Exitance,radiantExitance,The radiant flux emitted by a surface per unit area,Radiant Emittance,800 W/m2,https://en.wikipedia.org/wiki/Radiant_exitance,,,,,,,,,,,,,,,,,,,
Radiant Exposure,radiantExposure,"The radiant energy received by a surface per unit area, or equivalently the irradiance of a surface, integrated over time of irradiation",Fluence,10000 J/m2,https://en.wikipedia.org/wiki/Radiant_exposure,,,,,,,,,,,,,,,,,,,
Radiant Flux,radiantFlux,"The radiant energy emitted, reflected, transmitted or received, per unit time",Radiant Power,1 W,https://en.wikipedia.org/wiki/Radiant_flux,,,,,,,,,,,,,,,,,,,
Radiant Intensity,radiantIntensity,"The radiant flux emitted, reflected, transmitted or received, per unit solid angle",,0.796 W/sr,https://en.wikipedia.org/wiki/Radiant_intensity,,,,,,,,,,,,,,,,,,,
Radiation Pressure,radiationPressure,Pressure exerted upon any surface exposed to electromagnetic radiation,,,https://www.wikidata.org/wiki/Q649036,,,,,,,,,,,,,,,,,,,
Radiators,radiator,Rejects excess waste heat created on the spacecraft,,Deployable,https://en.wikipedia.org/wiki/Spacecraft_thermal_control,Type,,,,,,,,,,,,,,,,,,
Frequency,radioFrequency,"Any of the electromagnetic wave frequencies that lie in the range extending from around 3 kHz to 300 GHz, which include those frequencies used in radio communication or radar",RF,430.000-440.000 MHz,https://www.wikidata.org/wiki/Q3396184,Range,,,,,,,,,,,,,,,,,,
Radio Frequency,radioFrequency,"Any of the electromagnetic wave frequencies that lie in the range extending from around 3 kHz to 300 GHz, which include those frequencies used in radio communication or radar",RF,145 MHz,https://www.wikidata.org/wiki/Q3396184,,,,,,,,,,,,,,,,,,,
Radio Frequency Power Amplifier,radioFrequencyPowerAmplifier,A type of electronic amplifier that converts a low-power radio-frequency signal into a higher power signal,RF Power Amplifier,,https://en.wikipedia.org/wiki/RF_power_amplifier,,,,,,,,,,,,,,,,,,,
Radioisotope,radioisotope,"Atom that has excess nuclear energy, making it unstable","Radioactive Isotope, Radionuclide, Radioactive nuclide",238 Pu,https://www.wikidata.org/wiki/Q192900,Mass (4.5kg),,,,,,,,,,,,,,,,,,
Radioisotope Heater Units,radioisotopeHeaterUnit,Small devices that provide heat through radioactive decay,RHU,,https://en.wikipedia.org/wiki/Radioisotope_heater_unit,,,,,,,,,,,,,,,,,,,
Radioisotope Thermoelectric Generator,radioisotopeThermoelectricGenerator,Electrical generator that converts heat released by radioactive decay into electricity by the Seebeck effect,"RTG, RITEG",General Purpose Heat Source (GPHS),https://www.wikidata.org/wiki/Q305208,Type,,,,,,,,,,,,,,,,,,
Receiver,radioReceiver,Radio device for receiving radio waves and converting them to a useful signal,"Receiver, Radio",,https://www.wikidata.org/wiki/Q159391,,,,,,,,,,,,,,,,,,,
Radio Repeater,radioRepeater,"A combination of a radio receiver and a radio transmitter that receives a signal and retransmits it, so that two-way radio signals can cover longer distances",,,https://en.wikipedia.org/wiki/Radio_repeater,,,,,,,,,,,,,,,,,,,
Radiosity,radiosity,"The radiant flux leaving (emitted, reflected and transmitted by) a surface per unit area",,1200 W/m2,https://en.wikipedia.org/wiki/Radiosity_(radiometry),,,,,,,,,,,,,,,,,,,
Radio Telescope,radioTelescope,Form of directional radio antenna used in radio astronomy,,,https://www.wikidata.org/wiki/Q184356,,,,,,,,,,,,,,,,,,,
Radio Transponder,radioTransponder,Device that emits an identifying signal in response to an interrogating received signal used in air navigation or radio frequency,Transponder,,https://www.wikidata.org/wiki/Q849640,,,,,,,,,,,,,,,,,,,
Range,range,Subset of a function's codomain containing only values the function can actually take,"Image of a Function, Range of a Function",45 - 50 V,https://www.wikidata.org/wiki/Q1806121,,,,,,,,,,,,,,,,,,,
Rated,rated,The rated (as opposed to actual) measurement of something,Rated Measurement,3200 mAh,https://www.wikidata.org/wiki/Q23895025,,,,,,,,,,,,,,,,,,,
Rate Gyroscope,rateGyroscope,"A type of gyroscope, which rather than indicating direction, indicates the rate of change of angle with time",Rate Gyro,,https://en.wikipedia.org/wiki/Rate_gyro,,,,,,,,,,,,,,,,,,,
Reaction Control System,reactionControlSystem,Spacecraft system that uses thrusters to provide attitude control,RCS,,https://www.wikidata.org/wiki/Q1321971,,,,,,,,,,,,,,,,,,,
Reaction Engine,reactionEngine,"An engine or motor that produces thrust by expelling reaction mass, in accordance with Newton's third law of motion",,Ion Thruster,https://en.wikipedia.org/wiki/Reaction_engine,Type,,,,,,,,,,,,,,,,,,
Reaction Wheel,reactionWheel,Type of flywheel used for three axis attitude control in spacecraft,"RW, Momentum Wheel",,https://www.wikidata.org/wiki/Q2457049,,,,,,,,,,,,,,,,,,,
Reaction Wheel Assembly,reactionWheelAssembly,Reaction Wheel Assemblies are used as actuators to control the satellite attitude by providing reaction torques along the three main axes.,RWA,,https://www.iai.co.il/p/reaction-wheel,,,,,,,,,,,,,,,,,,,
Rear,rear,Side or face of an item opposite its front side,"Back, Back SIde, Aft, Backside",,https://www.wikidata.org/wiki/Q68345931,,,,,,,,,,,,,,,,,,,
Recovered Mass Loss,recoveredMassLoss,Mass loss after water absorption during post-conditioning (relative to initial sample mass),RML,0.02%,https://www.aac-research.at/en/outgassing/,,,,,,,,,,,,,,,,,,,
Reflectance,reflectance,The fraction of incident electromagnetic power that is reflected at an interface,Reflectivity,99.50%,https://en.wikipedia.org/wiki/Reflectance,,,,,,,,,,,,,,,,,,,
Reflecting Telescope,reflectingTelescope,Reflection of light in spherical mirror,Reflector,,https://www.wikidata.org/wiki/Q35221,,,,,,,,,,,,,,,,,,,
Refracting Telescope ,refractingTelescope ,Type of optical telescope,,,https://www.wikidata.org/wiki/Q216778,,,,,,,,,,,,,,,,,,,
Refractive Index,refractiveIndex,Ratio of the speed of light in vacuum to that in the medium,Index of Refraction (IOR),1.524 - 1.530,https://www.wikidata.org/wiki/Q174102,Range,,,,,,,,,,,,,,,,,,
Regenerative Fuel Cell,regenerativeFuelCell,"A fuel cell run in reverse mode, which consumes electricity and chemical B to produce chemical A","RFC, Reverse Fuel Cell",,https://en.wikipedia.org/wiki/Regenerative_fuel_cell,,,,,,,,,,,,,,,,,,,
Regulators,regulator,Device with the function of maintaining a designated characteristic,,Pressure Regulator,https://www.wikidata.org/wiki/Q3771881,Type,,,,,,,,,,,,,,,,,,
Relative,relative,Qualifier: what a statement value is relative to,,,https://www.wikidata.org/wiki/Property:P2210,,,,,,,,,,,,,,,,,,,
Relative Permittivity,relativePermittivity,Ratio of permittivity to the electric constant,Dielectric Constant,3.8,https://www.wikidata.org/wiki/Q4027242,,,,,,,,,,,,,,,,,,,
Relay,relay,Electrically operated switch,,,https://www.wikidata.org/wiki/Q174053,,,,,,,,,,,,,,,,,,,
Remanence,remanence,Magnetization that remains in material after an external magnetic force has been removed,"Residual Magnetism, Residual Magnetic Moment, Remanent Magnetization, Residual Moment",<0.001 Am2,https://www.wikidata.org/wiki/Q66468430,,,,,,,,,,,,,,,,,,,
Remove Before Flight,removeBeforeFlight,"Safety warning often seen on removable aircraft and spacecraft components, typically in the form of a red ribbon, to indicate that a device, such as a protective cover or a pin to prevent the movement of mechanical parts, is only used when the aircraft is on the ground (parked or taxiing)",,,https://en.wikipedia.org/wiki/Remove_before_flight,,,,,,,,,,,,,,,,,,,
Repeatability Error,repeatabilityError,The degree to which an instrument duplicates its measurement for the same input change,repeatability,0.1% FS,https://www.space-electronics.com/KnowHow/glossary_accuracy,,,,,,,,,,,,,,,,,,,
Repeater,repeater,An electronic device that receives a signal and retransmits it,,,https://en.wikipedia.org/wiki/Repeater,,,,,,,,,,,,,,,,,,,
Reseating Pressure,reseatingPressure,The pressure at which the valve returns to rest or the lift becomes zero,"Reseat Pressure, Closing Pressure, Reclosing Pressure",87 psig,https://www.worldcat.org/title/relief-systems-handbook/oclc/680315532,Minimum,,,,,,,,,,,,,,,,,,
Residual,residual,A remainder left over at the end of some process,,0.001 A m2,https://en.wiktionary.org/wiki/residual,,,,,,,,,,,,,,,,,,,
Resistance Thermometer,resistanceThermometer,Type of temperature sensor (thermometer),Resistance Thermometer Detector (RTD),,https://www.wikidata.org/wiki/Q848041,,,,,,,,,,,,,,,,,,,
Resistance Tolerance,resistanceTolerance,The percentage of error in the resistor's resistance,,±0.5%,https://learn.parallax.com/support/reference/resistor-color-codes,,,,,,,,,,,,,,,,,,,
Robotic Spacecraft,roboticSpacecraft,"Uncrewed spacecraft, usually under telerobotic control",,,https://www.wikidata.org/wiki/Q1378139,,,,,,,,,,,,,,,,,,,
Rocket,rocket,Pyrokinetic engine used for propulsion,,Falcon 9,https://www.wikidata.org/wiki/Q41291,,,,,,,,,,,,,,,,,,,
