Identifier,ACM Classification Code,Australian Educational Vocabulary,BabelNet,Basisklassifikation,BIBFRAME,BNCF Thesaurus,COAR,Cultureel Woordenboek,DBpedia,DCAT,DCMI Metadata Terms,Dictionary of Algorithms and Data Structures,Elhuyar ZTH,Encyclopædia Britannica Online,Encyclopædia Universalis,EuroVoc,File Format Wiki,Freebase,Gran Enciclopèdia Catalana,Great Russian Encyclopedia Online,GS1 Global Product Classification Brick Code,IAO,IUPAC Gold Book,Library of Congress Subject Headings,MathWorld,Microsoft Academic,National Diet Library,NicoNicoPedia,NIST/CODATA,Nomenclature for Museum Cataloging,OmegaWiki Defined Meaning,Princeton WordNet,PRONOM,PSH,QUDT,ROR,Schema.org,SPAR FaBiO,Store Norske Leksikon,Techopedia,Treccani,UNESCO Thesaurus,Unified Astronomy Thesaurus,UNSPSC Code,U.S. National Archives,VIAF,WikiData Item,WikiData Property,WordLift,World of Physics,YSO
name,,,https://babelnet.org/synset?word=bn:00056758n,,,,,,http://dbpedia.org/ontology/Name,,,,,https://www.britannica.com/topic/name,https://www.universalis.fr/encyclopedie/nom/,,,https://tools.wmflabs.org/freebase/m/015vq3,https://www.enciclopedia.cat/EC-GEC-0126558.xml,,,,,,,,,,,,,,,,,,https://schema.org/name,,,,,,,,https://catalog.archives.gov/id/10640933,,https://www.wikidata.org/wiki/Q82799,https://www.wikidata.org/wiki/Property:P2561,,,
nameplate,,,,,,,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/015095,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/71554815,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q200974,,,,
narrowband,,,,,,,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/042444,,,,,https://tools.wmflabs.org/freebase/m/01p5wk,https://www.enciclopedia.cat/EC-GEC-0250656.xml,,,,,,,https://academic.microsoft.com/v2/detail/2776096036,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1140483,,,,
naturalFrequency,,,,,,,,,,,,,,https://www.britannica.com/science/natural-frequency,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/78736273,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q946764,,,,
navigationSystem,,,https://babelnet.org/synset?word=bn:03164062n,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/0gff6rx,,,,,,,,https://academic.microsoft.com/v2/detail/2777891301,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q3475123,,,,
nearField,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/0bdj__,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q571787,,,,
networkDelay,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/152623178,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q436417,,,,
networkHost,,,https://babelnet.org/synset?word=bn:00044916n,,,,,,,,,,,https://www.britannica.com/technology/host-computing,,,,https://tools.wmflabs.org/freebase/m/02p89p5,,,,,,,,https://academic.microsoft.com/v2/detail/195917429,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q829281,,,,
networkInterfaceController,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/01k9qz,,,,,,,,https://academic.microsoft.com/v2/detail/171659815,,,,,,,,https://psh.techlib.cz/skos/PSH12455,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q165233,,,,
networkNode,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/03xxlm,,,,,,,,https://academic.microsoft.com/v2/detail/46135064,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q173106,,,,
nodalPrecession,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/2776848316,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q17104931,,,,
noise,,,,,,https://thes.bncf.firenze.sbn.it/termine.php?id=30807,,,,,,,,https://www.britannica.com/science/noise-radiation,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/45584529,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11306265,,,,
noiseDensity,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/133976006,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q3023291,,,,
noiseFigure,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/0bcgs,,,,,,,,https://academic.microsoft.com/v2/detail/112806910,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q746825,,,,
noiseTemperature,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/52660251,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q17083145,,,,
nominal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nonInertialReferenceFrame,,,https://babelnet.org/synset?word=bn:01776645n,,,,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/137019,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/176903044,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q829564,,,,
nonVolatileMemory,,,https://babelnet.org/synset?word=bn:00057902n,,,,,,,,,,,https://www.britannica.com/technology/nonvolatile-memory,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/177950962,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q10997658,,,,
noradID,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/025zyss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q913832,https://www.wikidata.org/wiki/Property:P377,,,
noseCone,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/05tzpj,,,,,,,,https://academic.microsoft.com/v2/detail/43515706,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q2713784,,,,
nozzle,,,https://babelnet.org/synset?word=bn:00058124n,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/01tywg,https://www.enciclopedia.cat/EC-GEC-0147136.xml,,,,,,,https://academic.microsoft.com/v2/detail/56200935,https://id.ndl.go.jp/auth/ndlna/00568736,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q250840,,,,
nuclearReactor,,,,,,,,https://www.cultureelwoordenboek.nl/natuurkunde-scheikunde-en-sterrenkunde/kernreactor,,,,,,https://www.britannica.com/technology/nuclear-reactor,https://www.universalis.fr/encyclopedie/nucleaire-reacteurs-nucleaires/,,,https://tools.wmflabs.org/freebase/m/05k8r,https://www.enciclopedia.cat/EC-GEC-0154140.xml,https://bigenc.ru/text/4924261,,,,https://id.loc.gov/authorities/sh85093071,,https://academic.microsoft.com/v2/detail/541523362,https://id.ndl.go.jp/auth/ndlna/00562387,,,https://www.nomenclature.info/nom/8885,http://www.omegawiki.org/DefinedMeaning:2581,,,https://psh.techlib.cz/skos/PSH2543,,,,,,,,http://vocabularies.unesco.org/thesaurus/concept14623,,,https://catalog.archives.gov/id/10642490,,https://www.wikidata.org/wiki/Q80877,,,,
null,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/109238323,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q7068944,,,,
numericalAperture,,,,,,,,,,,,,,https://www.britannica.com/technology/numerical-aperture,,,,https://tools.wmflabs.org/freebase/m/0bcmd,,,,,,,,https://academic.microsoft.com/v2/detail/159108749,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q898896,,,,
nyquistRate,,,,,,,,,,,,,,https://www.britannica.com/technology/Nyquist-interval,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/65914096,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q6273772,,,,
observation,,,https://babelnet.org/synset?word=bn:00058495n,,,,,,,,,,,https://www.britannica.com/science/observation,https://www.universalis.fr/encyclopedie/observation-sciences-sociales/,,,https://tools.wmflabs.org/freebase/m/05nx_,https://www.enciclopedia.cat/EC-GEC-0127118.xml,,,,,,,,,,,,,,,https://psh.techlib.cz/skos/PSH9253,,,,,,,http://www.treccani.it/enciclopedia/osservazione_(Dizionario-di-filosofia),,,,,,https://www.wikidata.org/wiki/Q193181,,,,
observationArc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q16333724,,,,
observatory,,http://vocabulary.curriculum.edu.au/scot/1881.html,https://babelnet.org/synset?word=bn:03412537n,,,https://thes.bncf.firenze.sbn.it/termine.php?id=16235,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/0g2vc,,,,,,https://id.loc.gov/authorities/sh85093748,,https://academic.microsoft.com/v2/detail/2779919027,https://id.ndl.go.jp/auth/ndlna/00572839,,,,http://www.omegawiki.org/DefinedMeaning:530890,,,,,,,,https://snl.no/observatorium,,,,http://astrothesaurus.org/uat/1147,,,,https://www.wikidata.org/wiki/Q62832,,,,
satellite,,http://vocabulary.curriculum.edu.au/scot/1742.html,https://babelnet.org/synset?word=bn:00006169n,,,https://thes.bncf.firenze.sbn.it/termine.php?id=7876,,,,,,,,https://www.britannica.com/topic/satellite,https://www.universalis.fr/encyclopedie/premiers-satellites-reperes-chronologiques/,,,https://tools.wmflabs.org/freebase/m/06wwc,,https://bigenc.ru/text/2022575,,,,https://id.loc.gov/authorities/sh85008203,,https://academic.microsoft.com/v2/detail/19269812,https://id.ndl.go.jp/auth/ndlna/00574781,,,https://www.nomenclature.info/nom/11736,,,,https://psh.techlib.cz/skos/PSH559,,,,,,,,http://vocabularies.unesco.org/thesaurus/concept3066,http://astrothesaurus.org/uat/68,,https://catalog.archives.gov/id/10639092,,https://www.wikidata.org/wiki/Q26540,,,,
observer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q28973077,https://www.wikidata.org/wiki/Property:P1110,,,
offsetDrift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omnidirectionalAntenna,,,,,,,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/095686,https://www.britannica.com/technology/omnidirectional-antenna,,,,https://tools.wmflabs.org/freebase/m/01y8cd,https://www.enciclopedia.cat/EC-GEC-0197593.xml,,,,,,,https://academic.microsoft.com/v2/detail/24027999,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q2176348,,,,
onBoardComputer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onBoardDataHandling,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/2778299571,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q7090819,,,,
openCircuitVoltage,,,,,,,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/133030,,,,,https://tools.wmflabs.org/freebase/m/0ggzmk,,,,,,,,https://academic.microsoft.com/v2/detail/57631264,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1812203,,,,
operatingSystem,,,https://babelnet.org/synset?word=bn:00059123n,,,https://thes.bncf.firenze.sbn.it/termine.php?id=6140,,https://www.cultureelwoordenboek.nl/techologie-en-techniek/operating-system,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/033834,https://www.britannica.com/technology/operating-system,https://www.universalis.fr/encyclopedie/systemes-d-exploitation/,,http://fileformats.archiveteam.org/wiki/Operating_Systems,https://tools.wmflabs.org/freebase/m/05khh,https://www.enciclopedia.cat/EC-GEC-0142997.xml,,,,,https://id.loc.gov/authorities/sh85094982,,https://academic.microsoft.com/v2/detail/111919701,https://id.ndl.go.jp/auth/ndlna/00865121,,,,http://www.omegawiki.org/DefinedMeaning:487336,,,https://psh.techlib.cz/skos/PSH12499,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q9135,https://www.wikidata.org/wiki/Property:P306,,,http://www.yso.fi/onto/yso/p724
operatingTemperature,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/131321042,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q656685,https://www.wikidata.org/wiki/Property:P5066,,,
operationalAmplifierIntegrator,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/159606330,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q3799294,,,,
opticalFiber,,http://vocabulary.curriculum.edu.au/scot/6106.html,https://babelnet.org/synset?word=bn:00040614n,,,https://thes.bncf.firenze.sbn.it/termine.php?id=23191,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/040209,https://www.britannica.com/technology/optical-fiber,https://www.universalis.fr/encyclopedie/telecommunications-technologies-optiques/,,,https://tools.wmflabs.org/freebase/m/0985z0,,,,,,,,https://academic.microsoft.com/v2/detail/194232370,https://id.ndl.go.jp/auth/ndlna/00562771,,,,,,,https://psh.techlib.cz/skos/PSH3431,,,,,,,,http://vocabularies.unesco.org/thesaurus/concept5844,,,,,https://www.wikidata.org/wiki/Q162,,,,http://www.yso.fi/onto/yso/p11673
opticalInstrument,,http://vocabulary.curriculum.edu.au/scot/5975.html,https://babelnet.org/synset?word=bn:00059215n,,,https://thes.bncf.firenze.sbn.it/termine.php?id=570,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/136762,,,,,https://tools.wmflabs.org/freebase/m/05mfbz,,,,,,https://id.loc.gov/authorities/sh85095150,,https://academic.microsoft.com/v2/detail/20860254,,,,https://www.nomenclature.info/nom/9968,,,,https://psh.techlib.cz/skos/PSH3449,,,,,,,,,,,https://catalog.archives.gov/id/10645169,,https://www.wikidata.org/wiki/Q1751850,,,,
opticalSolarReflector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q7098824,,,,
opticalTelescope,,,https://babelnet.org/synset?word=bn:00059220n,,,,,,,,,,,https://www.britannica.com/science/optical-telescope,,,,https://tools.wmflabs.org/freebase/m/01ngsz,,,,,,,,https://academic.microsoft.com/v2/detail/202572682,,,,,,,,,,,,,,,,,http://astrothesaurus.org/uat/1174,,,,https://www.wikidata.org/wiki/Q35273,,,,
opticalWaveguide,,,https://babelnet.org/synset?word=bn:03104121n,,,,,,,,,,,https://www.britannica.com/technology/optical-waveguide,,,,,,https://bigenc.ru/text/3540669,,,,,,https://academic.microsoft.com/v2/detail/31511573,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q3191702,,,,
orbit,,http://vocabulary.curriculum.edu.au/scot/1893.html,https://babelnet.org/synset?word=bn:00017014n,,,,,,,,,,,https://www.britannica.com/science/orbit-mechanics,,,,https://tools.wmflabs.org/freebase/m/05mst,,,,,,https://id.loc.gov/authorities/sh85095317,,https://academic.microsoft.com/v2/detail/148554410,,,,,http://www.omegawiki.org/DefinedMeaning:6888,,,,,,,,,,,,http://astrothesaurus.org/uat/1184,,,,https://www.wikidata.org/wiki/Q4130,https://www.wikidata.org/wiki/Property:P522,,,
orbitDetermination,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/107768556,,,,,http://www.omegawiki.org/DefinedMeaning:1276835,,,,,,,,,,,,http://astrothesaurus.org/uat/1175,,,,https://www.wikidata.org/wiki/Q302660,,,,
orbitalDecay,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/178957599,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q2918240,,,,
orbitalEccentricity,,,,,,,,,,,,,,https://www.britannica.com/science/eccentricity-astronomy,,,,https://tools.wmflabs.org/freebase/m/045ylc,,,,,,,,https://academic.microsoft.com/v2/detail/125311221,,,,,,,,,,,,,,,,,http://astrothesaurus.org/uat/441,,,,https://www.wikidata.org/wiki/Q208474,https://www.wikidata.org/wiki/Property:P1096,,,
orbitalElements,,,,,,,,,,,,,,https://www.britannica.com/science/orbital-element,,,,https://tools.wmflabs.org/freebase/m/0p8ld,,,,,,,,https://academic.microsoft.com/v2/detail/97784730,,,,,,,,https://psh.techlib.cz/skos/PSH389,,,,,https://snl.no/baneelementer,,,,http://astrothesaurus.org/uat/1177,,,,https://www.wikidata.org/wiki/Q272626,,,,
orbitalInclination,,,,,,,,,,,,,,https://www.britannica.com/science/inclination-of-equator-to-orbit,,,,https://tools.wmflabs.org/freebase/m/0flwq,,,,,,,,https://academic.microsoft.com/v2/detail/10632323,,,,,,,,,,,,,https://snl.no/inklinasjon_-_astronomi,,,,http://astrothesaurus.org/uat/780,,,,https://www.wikidata.org/wiki/Q4112212,https://www.wikidata.org/wiki/Property:P2045,,,
orbitalManeuver,,http://vocabulary.curriculum.edu.au/scot/12865.html,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/03w6_9,,,,,,https://id.loc.gov/authorities/sh85095313,,https://academic.microsoft.com/v2/detail/136319028,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q801780,,,,
orbitalNode,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/03w5fz,,,,,,,,https://academic.microsoft.com/v2/detail/183008300,,,,,http://www.omegawiki.org/DefinedMeaning:1163653,,,,,,,,,,,,http://astrothesaurus.org/uat/1180,,,,https://www.wikidata.org/wiki/Q507546,,,,
orbitalPeriod,,,https://babelnet.org/synset?word=bn:00059281n,,,,,,,,,,,https://www.britannica.com/science/orbital-period,,,,https://tools.wmflabs.org/freebase/m/0125fw,,,,,,,,https://academic.microsoft.com/v2/detail/32224563,,,,,,,,,,,,,https://snl.no/oml%C3%B8pstid_-_astronomi,,,,,,,,https://www.wikidata.org/wiki/Q37640,https://www.wikidata.org/wiki/Property:P2146,,,
orbitalPlane,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/08pmrz,,,,,,,,https://academic.microsoft.com/v2/detail/63436455,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q800358,,,,
orbitalSpeed,,,,,,,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/135999,,,,,https://tools.wmflabs.org/freebase/m/01d5m2,,,,,,,,https://academic.microsoft.com/v2/detail/150174693,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q200924,,,,
orbitalStateVectors,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/03v_gy,,,,,,,,https://academic.microsoft.com/v2/detail/2781155163,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1091138,,,,
orbitalStationKeeping,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/118411029,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q7100095,,,,
organization,,,https://babelnet.org/synset?word=bn:00059480n,,http://id.loc.gov/ontologies/bibframe/Organization,https://thes.bncf.firenze.sbn.it/termine.php?id=11274,,,http://dbpedia.org/ontology/Organisation,,,,,https://www.britannica.com/topic/organization-society,,http://eurovoc.europa.eu/4189,,https://tools.wmflabs.org/freebase/m/0qb7t,https://www.enciclopedia.cat/EC-GEC-0234706.xml,,,,,https://id.loc.gov/authorities/sh85095521,,,,,,,http://www.omegawiki.org/DefinedMeaning:4987,,,https://psh.techlib.cz/skos/PSH8037,,,https://schema.org/Organization,,https://snl.no/organisasjon,,,http://vocabularies.unesco.org/thesaurus/concept673,,,https://catalog.archives.gov/id/10641726,,https://www.wikidata.org/wiki/Q43229,https://www.wikidata.org/wiki/Property:P1268,,,
orientation,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/07m2ym,,,,,,,,https://academic.microsoft.com/v2/detail/151905218,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q2235286,https://www.wikidata.org/wiki/Property:P7469,,,
orthogonality,,,,,,,,,,,,,,https://www.britannica.com/topic/orthogonality,,,,https://tools.wmflabs.org/freebase/m/0px2c,https://www.enciclopedia.cat/EC-GEC-0128369.xml,https://bigenc.ru/text/2695006,,,,,http://mathworld.wolfram.com/Orthogonal.html,https://academic.microsoft.com/v2/detail/17137986,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q215067,,,,
oscillation,,http://vocabulary.curriculum.edu.au/scot/15649.html,https://babelnet.org/synset?word=bn:00059631n,,,https://thes.bncf.firenze.sbn.it/termine.php?id=12599,,,,,,,,https://www.britannica.com/science/oscillation-physics,,,,https://tools.wmflabs.org/freebase/m/05mzs,,,,,,,,https://academic.microsoft.com/v2/detail/26733877,https://id.ndl.go.jp/auth/ndlna/00571015,,,,http://www.omegawiki.org/DefinedMeaning:724429,,,https://psh.techlib.cz/skos/PSH3102,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q170475,,,,
output,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/0bcy3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1150771,,,,
outputDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
overallHeatTransferCoefficient,,,,,,,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/014684,,,,,https://tools.wmflabs.org/freebase/m/053m1y,,,,,,,,https://academic.microsoft.com/v2/detail/29700514,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q634340,,,,
oversampling,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/04t_65,,,,,,,,https://academic.microsoft.com/v2/detail/197323446,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q331222,,,,
overshoot,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/05szpst,,,,,,,,https://academic.microsoft.com/v2/detail/114793185,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1102204,,,,
owner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q16869121,https://www.wikidata.org/wiki/Property:P127,,,
packet,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/0bytz,,,,,,,,https://academic.microsoft.com/v2/detail/158379750,,,,,,,,,,,,,https://snl.no/datapakke,,,,,,,,https://www.wikidata.org/wiki/Q214111,,,,
packetLoss,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/08d7mp,,,,,,,,https://academic.microsoft.com/v2/detail/54108766,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q391064,,,,
parabola,,http://vocabulary.curriculum.edu.au/scot/4291.html,https://babelnet.org/synset?word=bn:00060529n,,,,,https://www.cultureelwoordenboek.nl/wiskunde/parabool,,,,,,https://www.britannica.com/topic/parabola,,,,https://tools.wmflabs.org/freebase/m/05s91,,,,,,,http://mathworld.wolfram.com/Parabola.html,https://academic.microsoft.com/v2/detail/205890394,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q48297,,,,
parabolicTrajectory,,,https://babelnet.org/synset?word=bn:03894910n,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/03xspl,,,,,,,,https://academic.microsoft.com/v2/detail/52250748,,,,,,,,,,,,,https://snl.no/parabolsk_bane,,,,http://astrothesaurus.org/uat/1196,,,,https://www.wikidata.org/wiki/Q2247097,,,,
parallel,,http://vocabulary.curriculum.edu.au/scot/7537.html,,,,,,https://www.cultureelwoordenboek.nl/wiskunde/evenwijdig,,,,,,,,,,https://tools.wmflabs.org/freebase/m/030zfn,,https://bigenc.ru/text/2707021,,,,,http://mathworld.wolfram.com/Parallel.html,https://academic.microsoft.com/v2/detail/88740403,,,,,http://www.omegawiki.org/DefinedMeaning:956266,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q53875,,,,
parallelCommunication,,,,,,,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/068720,,,,,https://tools.wmflabs.org/freebase/m/03lhyb,,,,,,,,https://academic.microsoft.com/v2/detail/37829124,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q763575,,,,
parasiticElement,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/172570871,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q7142818,,,,
partNumber,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/2779961049,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q3879409,,,,
particleDetector ,,http://vocabulary.curriculum.edu.au/scot/13688.html,,,,https://thes.bncf.firenze.sbn.it/termine.php?id=18785,,,,,,,,,https://www.universalis.fr/encyclopedie/particules-elementaires-detecteurs-de-particules/,,,https://tools.wmflabs.org/freebase/m/02fcm0,,https://bigenc.ru/text/1949786,,,,,,https://academic.microsoft.com/v2/detail/183680338,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q736634,,,,
particleSize,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/187530423,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q7140503,,,,
pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q21501397,,,,
passband,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/0bd39,,,,,,,,https://academic.microsoft.com/v2/detail/46416853,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q254758,,,,
passivation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q7142788,,,,
passiveThermalControlSystem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pathLoss,,,,,,,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/068737,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/194273485,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1478845,,,,
payload,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/02p0sz9,,,,,,,,https://academic.microsoft.com/v2/detail/153692070,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q21211206,,,,
payloadFairing,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/03bxd75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1757575,,,,
payloadMass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Property:P4519,,,
peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
periapsis,,,,,,,,,,,,,,https://www.britannica.com/science/pericentre,,,,,https://www.enciclopedia.cat/EC-GEC-0131048.xml,,,,,,,,,,,,,,,,,,,,,,,,http://astrothesaurus.org/uat/1207,,,,https://www.wikidata.org/wiki/Q1088950,https://www.wikidata.org/wiki/Property:P2244,,,
perigee,,,,,,,,,,,,,,https://www.britannica.com/science/perigee,,,,,,https://bigenc.ru/text/2331232,,,,,,,,,,,http://www.omegawiki.org/DefinedMeaning:664704,,,,,,,,https://snl.no/perigeum,,,,http://astrothesaurus.org/uat/1209,,,,https://www.wikidata.org/wiki/Q1349468,,,,
